% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
32.26	1	1	3227	1	1	14	1620
32.261	1	1	3227	2	1	14	1620
32.274	1	1	3228	5	1	14	1620
32.275	1	1	3228	6	1	14	1620
32.289	1	1	3229	10	1	14	1620
32.29	1	1	3230	1	1	14	1620
32.291	1	1	3230	2	1	14	1620
32.304	1	1	3231	5	1	14	1620
32.319	1	1	3232	10	1	14	1620
32.334	1	1	3234	5	1	14	1620
32.349	1	1	3235	10	1	14	1620
32.35	1	1	3236	1	1	14	1620
32.364	1	1	3237	5	1	14	1620
32.365	1	1	3237	6	1	14	1620
32.379	1	1	3238	10	1	14	1620
32.38	1	1	3239	1	1	14	1620
32.394	1	1	3240	5	1	14	1620
32.395	1	1	3240	6	1	14	1620
32.409	1	1	3241	10	1	14	1620
32.41	1	1	3242	1	1	14	1620
32.424	1	1	3243	5	1	14	1620
32.425	1	1	3243	6	1	14	1620
32.439	1	1	3244	10	1	14	1620
32.44	1	1	3245	1	1	14	1620
32.454	1	1	3246	5	1	14	1620
32.455	1	1	3246	6	1	14	1620
32.469	1	1	3247	10	1	14	1620
32.47	1	1	3248	1	1	14	1620
32.484	1	1	3249	5	1	14	1620
32.485	1	1	3249	6	1	14	1620
32.499	1	1	3250	10	1	14	1620
32.5	1	1	3251	1	1	14	1620
32.514	1	1	3252	5	1	14	1620
32.515	1	1	3252	6	1	14	1620
32.529	1	1	3253	10	1	14	1620
32.53	1	1	3254	1	1	14	1620
32.544	1	1	3255	5	1	14	1620
32.545	1	1	3255	6	1	14	1620
32.559	1	1	3256	10	1	14	1620
32.56	1	1	3257	1	1	14	1620
32.574	1	1	3258	5	1	14	1620
32.575	1	1	3258	6	1	14	1620
32.589	1	1	3259	10	1	14	1620
32.59	1	1	3260	1	1	14	1620
32.604	1	1	3261	5	1	14	1620
32.605	1	1	3261	6	1	14	1620
32.619	1	1	3262	10	1	14	1620
32.62	1	1	3263	1	1	14	1620
32.621	1	1	3263	2	1	14	1620
32.634	1	1	3264	5	1	14	1620
32.635	1	1	3264	6	1	14	1620
32.649	1	1	3265	10	1	14	1620
32.65	1	1	3266	1	1	14	1620
32.651	1	1	3266	2	1	14	1620
32.664	1	1	3267	5	1	14	1620
32.679	1	1	3268	10	1	14	1620
32.694	1	1	3270	5	1	14	1620
32.709	1	1	3271	10	1	14	1620
32.71	1	1	3272	1	1	14	1620
32.724	1	1	3273	5	1	14	1620
32.725	1	1	3273	6	1	14	1620
32.739	1	1	3274	10	1	14	1620
32.74	1	1	3275	1	1	14	1620
32.754	1	1	3276	5	1	14	1620
32.755	1	1	3276	6	1	14	1620
32.769	1	1	3277	10	1	14	1620
32.77	1	1	3278	1	1	14	1620
32.784	1	1	3279	5	1	14	1620
32.785	1	1	3279	6	1	14	1620
32.799	1	1	3280	10	1	14	1620
32.8	1	1	3281	1	1	14	1620
32.814	1	1	3282	5	1	14	1620
32.815	1	1	3282	6	1	14	1620
32.829	1	1	3283	10	1	14	1620
32.83	1	1	3284	1	1	14	1620
32.844	1	1	3285	5	1	14	1620
32.845	1	1	3285	6	1	14	1620
32.859	1	1	3286	10	1	14	1620
32.86	1	1	3287	1	1	14	1620
32.874	1	1	3288	5	1	14	1620
32.875	1	1	3288	6	1	14	1620
32.889	1	1	3289	10	1	14	1620
32.89	1	1	3290	1	1	14	1620
32.904	1	1	3291	5	1	14	1620
32.905	1	1	3291	6	1	14	1620
32.919	1	1	3292	10	1	14	1620
32.92	1	1	3293	1	1	14	1620
32.934	1	1	3294	5	1	14	1620
32.935	1	1	3294	6	1	14	1620
32.949	1	1	3295	10	1	14	1620
32.95	1	1	3296	1	1	14	1620
32.964	1	1	3297	5	1	14	1620
32.965	1	1	3297	6	1	14	1620
32.979	1	1	3298	10	1	14	1620
32.98	1	1	3299	1	1	14	1620
32.981	1	1	3299	2	1	14	1620
32.994	1	1	3300	5	1	14	1620
32.995	1	1	3300	6	1	14	1620
33.009	1	1	3301	10	1	14	1620
33.01	1	1	3302	1	1	14	1620
33.011	1	1	3302	2	1	14	1620
33.024	1	1	3303	5	1	14	1620
33.039	1	1	3304	10	1	14	1620
33.054	1	1	3306	5	1	14	1620
33.069	1	1	3307	10	1	14	1620
33.07	1	1	3308	1	1	14	1620
33.084	1	1	3309	5	1	14	1620
33.085	1	1	3309	6	1	14	1620
33.099	1	1	3310	10	1	14	1620
33.1	1	1	3311	1	1	14	1620
33.114	1	1	3312	5	1	14	1620
33.115	1	1	3312	6	1	14	1620
33.129	1	1	3313	10	1	14	1620
33.13	1	1	3314	1	1	14	1620
33.144	1	1	3315	5	1	14	1620
33.145	1	1	3315	6	1	14	1620
33.159	1	1	3316	10	1	14	1620
33.16	1	1	3317	1	1	14	1620
33.174	1	1	3318	5	1	14	1620
33.175	1	1	3318	6	1	14	1620
33.189	1	1	3319	10	1	14	1620
33.19	1	1	3320	1	1	14	1620
33.204	1	1	3321	5	1	14	1620
33.205	1	1	3321	6	1	14	1620
33.219	1	1	3322	10	1	14	1620
33.22	1	1	3323	1	1	14	1620
33.234	1	1	3324	5	1	14	1620
33.235	1	1	3324	6	1	14	1620
33.249	1	1	3325	10	1	14	1620
33.25	1	1	3326	1	1	14	1620
33.264	1	1	3327	5	1	14	1620
33.265	1	1	3327	6	1	14	1620
33.279	1	1	3328	10	1	14	1620
33.28	1	1	3329	1	1	14	1620
33.294	1	1	3330	5	1	14	1620
33.295	1	1	3330	6	1	14	1620
33.309	1	1	3331	10	1	14	1620
33.31	1	1	3332	1	1	14	1620
33.324	1	1	3333	5	1	14	1620
33.325	1	1	3333	6	1	14	1620
33.339	1	1	3334	10	1	14	1620
33.34	1	1	3335	1	1	14	1620
33.341	1	1	3335	2	1	14	1620
33.354	1	1	3336	5	1	14	1620
33.355	1	1	3336	6	1	14	1620
33.369	1	1	3337	10	1	14	1620
33.37	1	1	3338	1	1	14	1620
33.371	1	1	3338	2	1	14	1620
33.384	1	1	3339	5	1	14	1620
33.399	1	1	3340	10	1	14	1620
33.414	1	1	3342	5	1	14	1620
33.429	1	1	3343	10	1	14	1620
33.43	1	1	3344	1	1	14	1620
33.444	1	1	3345	5	1	14	1620
33.445	1	1	3345	6	1	14	1620
33.459	1	1	3346	10	1	14	1620
33.46	1	1	3347	1	1	14	1620
33.474	1	1	3348	5	1	14	1620
33.475	1	1	3348	6	1	14	1620
33.489	1	1	3349	10	1	14	1620
33.49	1	1	3350	1	1	14	1620
33.504	1	1	3351	5	1	14	1620
33.505	1	1	3351	6	1	14	1620
33.519	1	1	3352	10	1	14	1620
33.52	1	1	3353	1	1	14	1620
33.534	1	1	3354	5	1	14	1620
33.535	1	1	3354	6	1	14	1620
33.549	1	1	3355	10	1	14	1620
33.55	1	1	3356	1	1	14	1620
33.564	1	1	3357	5	1	14	1620
33.565	1	1	3357	6	1	14	1620
33.579	1	1	3358	10	1	14	1620
33.58	1	1	3359	1	1	14	1620
33.594	1	1	3360	5	1	14	1620
33.595	1	1	3360	6	1	14	1620
33.609	1	1	3361	10	1	14	1620
33.61	1	1	3362	1	1	14	1620
33.624	1	1	3363	5	1	14	1620
33.625	1	1	3363	6	1	14	1620
33.639	1	1	3364	10	1	14	1620
33.64	1	1	3365	1	1	14	1620
33.654	1	1	3366	5	1	14	1620
33.655	1	1	3366	6	1	14	1620
33.669	1	1	3367	10	1	14	1620
33.67	1	1	3368	1	1	14	1620
33.684	1	1	3369	5	1	14	1620
33.685	1	1	3369	6	1	14	1620
33.699	1	1	3370	10	1	14	1620
33.7	1	1	3371	1	1	14	1620
33.701	1	1	3371	2	1	14	1620
33.714	1	1	3372	5	1	14	1620
33.715	1	1	3372	6	1	14	1620
33.729	1	1	3373	10	1	14	1620
33.73	1	1	3374	1	1	14	1620
33.731	1	1	3374	2	1	14	1620
33.744	1	1	3375	5	1	14	1620
33.759	1	1	3376	10	1	14	1620
33.774	1	1	3378	5	1	14	1620
33.789	1	1	3379	10	1	14	1620
33.79	1	1	3380	1	1	14	1620
33.804	1	1	3381	5	1	14	1620
33.805	1	1	3381	6	1	14	1620
33.819	1	1	3382	10	1	14	1620
33.82	1	1	3383	1	1	14	1620
33.834	1	1	3384	5	1	14	1620
33.835	1	1	3384	6	1	14	1620
33.849	1	1	3385	10	1	14	1620
33.85	1	1	3386	1	1	14	1620
33.864	1	1	3387	5	1	14	1620
33.865	1	1	3387	6	1	14	1620
33.879	1	1	3388	10	1	14	1620
33.88	1	1	3389	1	1	14	1620
33.894	1	1	3390	5	1	14	1620
33.895	1	1	3390	6	1	14	1620
33.909	1	1	3391	10	1	14	1620
33.91	1	1	3392	1	1	14	1620
33.924	1	1	3393	5	1	14	1620
33.925	1	1	3393	6	1	14	1620
33.939	1	1	3394	10	1	14	1620
33.94	1	1	3395	1	1	14	1620
33.954	1	1	3396	5	1	14	1620
33.955	1	1	3396	6	1	14	1620
33.969	1	1	3397	10	1	14	1620
33.97	1	1	3398	1	1	14	1620
33.984	1	1	3399	5	1	14	1620
33.985	1	1	3399	6	1	14	1620
33.999	1	1	3400	10	1	14	1620
34	1	1	3401	1	1	14	1620
34.014	1	1	3402	5	1	14	1620
34.015	1	1	3402	6	1	14	1620
34.029	1	1	3403	10	1	14	1620
34.03	1	1	3404	1	1	14	1620
34.044	1	1	3405	5	1	14	1620
34.045	1	1	3405	6	1	14	1620
34.059	1	1	3406	10	1	14	1620
34.06	1	1	3407	1	1	14	1620
34.061	1	1	3407	2	1	14	1620
34.074	1	1	3408	5	1	14	1620
34.075	1	1	3408	6	1	14	1620
34.089	1	1	3409	10	1	14	1620
34.09	1	1	3410	1	1	14	1620
34.091	1	1	3410	2	1	14	1620
34.104	1	1	3411	5	1	14	1620
34.119	1	1	3412	10	1	14	1620
34.134	1	1	3414	5	1	14	1620
34.149	1	1	3415	10	1	14	1620
34.15	1	1	3416	1	1	14	1620
34.164	1	1	3417	5	1	14	1620
34.165	1	1	3417	6	1	14	1620
34.179	1	1	3418	10	1	14	1620
34.18	1	1	3419	1	1	14	1620
34.194	1	1	3420	5	1	14	1620
34.195	1	1	3420	6	1	14	1620
34.209	1	1	3421	10	1	14	1620
34.21	1	1	3422	1	1	14	1620
34.224	1	1	3423	5	1	14	1620
34.225	1	1	3423	6	1	14	1620
34.239	1	1	3424	10	1	14	1620
34.24	1	1	3425	1	1	14	1620
34.254	1	1	3426	5	1	14	1620
34.255	1	1	3426	6	1	14	1620
34.269	1	1	3427	10	1	14	1620
34.27	1	1	3428	1	1	14	1620
34.284	1	1	3429	5	1	14	1620
34.285	1	1	3429	6	1	14	1620
34.299	1	1	3430	10	1	14	1620
34.3	1	1	3431	1	1	14	1620
34.314	1	1	3432	5	1	14	1620
34.315	1	1	3432	6	1	14	1620
34.329	1	1	3433	10	1	14	1620
34.33	1	1	3434	1	1	14	1620
34.344	1	1	3435	5	1	14	1620
34.345	1	1	3435	6	1	14	1620
34.359	1	1	3436	10	1	14	1620
34.36	1	1	3437	1	1	14	1620
34.374	1	1	3438	5	1	14	1620
34.375	1	1	3438	6	1	14	1620
34.389	1	1	3439	10	1	14	1620
34.39	1	1	3440	1	1	14	1620
34.404	1	1	3441	5	1	14	1620
34.405	1	1	3441	6	1	14	1620
34.419	1	1	3442	10	1	14	1620
34.42	1	1	3443	1	1	14	1620
34.421	1	1	3443	2	1	14	1620
34.434	1	1	3444	5	1	14	1620
34.435	1	1	3444	6	1	14	1620
34.449	1	1	3445	10	1	14	1620
34.45	1	1	3446	1	1	14	1620
34.451	1	1	3446	2	1	14	1620
34.464	1	1	3447	5	1	14	1620
34.479	1	1	3448	10	1	14	1620
34.494	1	1	3450	5	1	14	1620
34.509	1	1	3451	10	1	14	1620
34.51	1	1	3452	1	1	14	1620
34.524	1	1	3453	5	1	14	1620
34.525	1	1	3453	6	1	14	1620
34.539	1	1	3454	10	1	14	1620
34.54	1	1	3455	1	1	14	1620
34.554	1	1	3456	5	1	14	1620
34.555	1	1	3456	6	1	14	1620
34.569	1	1	3457	10	1	14	1620
34.57	1	1	3458	1	1	14	1620
34.584	1	1	3459	5	1	14	1620
34.585	1	1	3459	6	1	14	1620
34.599	1	1	3460	10	1	14	1620
34.6	1	1	3461	1	1	14	1620
34.614	1	1	3462	5	1	14	1620
34.615	1	1	3462	6	1	14	1620
34.629	1	1	3463	10	1	14	1620
34.63	1	1	3464	1	1	14	1620
34.644	1	1	3465	5	1	14	1620
34.645	1	1	3465	6	1	14	1620
34.659	1	1	3466	10	1	14	1620
34.66	1	1	3467	1	1	14	1620
34.674	1	1	3468	5	1	14	1620
34.675	1	1	3468	6	1	14	1620
34.689	1	1	3469	10	1	14	1620
34.69	1	1	3470	1	1	14	1620
34.704	1	1	3471	5	1	14	1620
34.705	1	1	3471	6	1	14	1620
34.719	1	1	3472	10	1	14	1620
34.72	1	1	3473	1	1	14	1620
34.734	1	1	3474	5	1	14	1620
34.735	1	1	3474	6	1	14	1620
34.749	1	1	3475	10	1	14	1620
34.75	1	1	3476	1	1	14	1620
34.764	1	1	3477	5	1	14	1620
34.765	1	1	3477	6	1	14	1620
34.779	1	1	3478	10	1	14	1620
34.78	1	1	3479	1	1	14	1620
34.781	1	1	3479	2	1	14	1620
34.794	1	1	3480	5	1	14	1620
34.795	1	1	3480	6	1	14	1620
34.809	1	1	3481	10	1	14	1620
34.81	1	1	3482	1	1	14	1620
34.811	1	1	3482	2	1	14	1620
34.824	1	1	3483	5	1	14	1620
34.839	1	1	3484	10	1	14	1620
34.854	1	1	3486	5	1	14	1620
34.869	1	1	3487	10	1	14	1620
34.87	1	1	3488	1	1	14	1620
34.884	1	1	3489	5	1	14	1620
34.885	1	1	3489	6	1	14	1620
34.899	1	1	3490	10	1	14	1620
34.9	1	1	3491	1	1	14	1620
34.914	1	1	3492	5	1	14	1620
34.915	1	1	3492	6	1	14	1620
34.929	1	1	3493	10	1	14	1620
34.93	1	1	3494	1	1	14	1620
34.944	1	1	3495	5	1	14	1620
34.945	1	1	3495	6	1	14	1620
34.959	1	1	3496	10	1	14	1620
34.96	1	1	3497	1	1	14	1620
34.974	1	1	3498	5	1	14	1620
34.975	1	1	3498	6	1	14	1620
34.989	1	1	3499	10	1	14	1620
34.99	1	1	3500	1	1	14	1620
35.004	1	1	3501	5	1	14	1620
35.005	1	1	3501	6	1	14	1620
35.019	1	1	3502	10	1	14	1620
35.02	1	1	3503	1	1	14	1620
35.034	1	1	3504	5	1	14	1620
35.035	1	1	3504	6	1	14	1620
35.049	1	1	3505	10	1	14	1620
35.05	1	1	3506	1	1	14	1620
35.064	1	1	3507	5	1	14	1620
35.065	1	1	3507	6	1	14	1620
35.079	1	1	3508	10	1	14	1620
35.08	1	1	3509	1	1	14	1620
35.094	1	1	3510	5	1	14	1620
35.095	1	1	3510	6	1	14	1620
35.109	1	1	3511	10	1	14	1620
35.11	1	1	3512	1	1	14	1620
35.124	1	1	3513	5	1	14	1620
35.125	1	1	3513	6	1	14	1620
35.139	1	1	3514	10	1	14	1620
35.14	1	1	3515	1	1	14	1620
35.141	1	1	3515	2	1	14	1620
35.154	1	1	3516	5	1	14	1620
35.155	1	1	3516	6	1	14	1620
35.169	1	1	3517	10	1	14	1620
35.17	1	1	3518	1	1	14	1620
35.171	1	1	3518	2	1	14	1620
35.184	1	1	3519	5	1	14	1620
35.199	1	1	3520	10	1	14	1620
35.214	1	1	3522	5	1	14	1620
35.229	1	1	3523	10	1	14	1620
35.23	1	1	3524	1	1	14	1620
35.244	1	1	3525	5	1	14	1620
35.245	1	1	3525	6	1	14	1620
35.259	1	1	3526	10	1	14	1620
35.26	1	1	3527	1	1	14	1620
35.274	1	1	3528	5	1	14	1620
35.275	1	1	3528	6	1	14	1620
35.289	1	1	3529	10	1	14	1620
35.29	1	1	3530	1	1	14	1620
35.304	1	1	3531	5	1	14	1620
35.305	1	1	3531	6	1	14	1620
35.319	1	1	3532	10	1	14	1620
35.32	1	1	3533	1	1	14	1620
35.334	1	1	3534	5	1	14	1620
35.335	1	1	3534	6	1	14	1620
35.349	1	1	3535	10	1	14	1620
35.35	1	1	3536	1	1	14	1620
35.364	1	1	3537	5	1	14	1620
35.365	1	1	3537	6	1	14	1620
35.379	1	1	3538	10	1	14	1620
35.38	1	1	3539	1	1	14	1620
35.394	1	1	3540	5	1	14	1620
35.395	1	1	3540	6	1	14	1620
35.409	1	1	3541	10	1	14	1620
35.41	1	1	3542	1	1	14	1620
35.424	1	1	3543	5	1	14	1620
35.425	1	1	3543	6	1	14	1620
35.439	1	1	3544	10	1	14	1620
35.44	1	1	3545	1	1	14	1620
35.454	1	1	3546	5	1	14	1620
35.455	1	1	3546	6	1	14	1620
35.469	1	1	3547	10	1	14	1620
35.47	1	1	3548	1	1	14	1620
35.484	1	1	3549	5	1	14	1620
35.485	1	1	3549	6	1	14	1620
35.499	1	1	3550	10	1	14	1620
35.5	1	1	3551	1	1	14	1620
35.501	1	1	3551	2	1	14	1620
35.514	1	1	3552	5	1	14	1620
35.515	1	1	3552	6	1	14	1620
35.529	1	1	3553	10	1	14	1620
35.53	1	1	3554	1	1	14	1620
35.531	1	1	3554	2	1	14	1620
35.544	1	1	3555	5	1	14	1620
35.559	1	1	3556	10	1	14	1620
35.574	1	1	3558	5	1	14	1620
35.589	1	1	3559	10	1	14	1620
35.59	1	1	3560	1	1	14	1620
35.604	1	1	3561	5	1	14	1620
35.605	1	1	3561	6	1	14	1620
35.619	1	1	3562	10	1	14	1620
35.62	1	1	3563	1	1	14	1620
35.634	1	1	3564	5	1	14	1620
35.635	1	1	3564	6	1	14	1620
35.649	1	1	3565	10	1	14	1620
35.65	1	1	3566	1	1	14	1620
35.664	1	1	3567	5	1	14	1620
35.665	1	1	3567	6	1	14	1620
35.679	1	1	3568	10	1	14	1620
35.68	1	1	3569	1	1	14	1620
35.694	1	1	3570	5	1	14	1620
35.695	1	1	3570	6	1	14	1620
35.709	1	1	3571	10	1	14	1620
35.71	1	1	3572	1	1	14	1620
35.724	1	1	3573	5	1	14	1620
35.725	1	1	3573	6	1	14	1620
35.739	1	1	3574	10	1	14	1620
35.74	1	1	3575	1	1	14	1620
35.754	1	1	3576	5	1	14	1620
35.755	1	1	3576	6	1	14	1620
35.769	1	1	3577	10	1	14	1620
35.77	1	1	3578	1	1	14	1620
35.784	1	1	3579	5	1	14	1620
35.785	1	1	3579	6	1	14	1620
35.799	1	1	3580	10	1	14	1620
35.8	1	1	3581	1	1	14	1620
35.814	1	1	3582	5	1	14	1620
35.815	1	1	3582	6	1	14	1620
35.829	1	1	3583	10	1	14	1620
35.83	1	1	3584	1	1	14	1620
35.844	1	1	3585	5	1	14	1620
35.845	1	1	3585	6	1	14	1620
35.859	1	1	3586	10	1	14	1620
35.86	1	1	3587	1	1	14	1620
35.861	1	1	3587	2	1	14	1620
35.874	1	1	3588	5	1	14	1620
35.875	1	1	3588	6	1	14	1620
35.889	1	1	3589	10	1	14	1620
35.89	1	1	3590	1	1	14	1620
35.891	1	1	3590	2	1	14	1620
35.904	1	1	3591	5	1	14	1620
35.919	1	1	3592	10	1	14	1620
35.934	1	1	3594	5	1	14	1620
35.949	1	1	3595	10	1	14	1620
35.95	1	1	3596	1	1	14	1620
35.964	1	1	3597	5	1	14	1620
35.965	1	1	3597	6	1	14	1620
35.979	1	1	3598	10	1	14	1620
35.98	1	1	3599	1	1	14	1620
35.994	1	1	3600	5	1	14	1620
35.995	1	1	3600	6	1	14	1620
36.009	1	1	3601	10	1	14	1620
36.01	1	1	3602	1	1	14	1620
36.024	1	1	3603	5	1	14	1620
36.025	1	1	3603	6	1	14	1620
36.039	1	1	3604	10	1	14	1620
36.04	1	1	3605	1	1	14	1620
36.054	1	1	3606	5	1	14	1620
36.055	1	1	3606	6	1	14	1620
36.069	1	1	3607	10	1	14	1620
36.07	1	1	3608	1	1	14	1620
36.084	1	1	3609	5	1	14	1620
36.085	1	1	3609	6	1	14	1620
36.099	1	1	3610	10	1	14	1620
36.1	1	1	3611	1	1	14	1620
36.114	1	1	3612	5	1	14	1620
36.115	1	1	3612	6	1	14	1620
36.129	1	1	3613	10	1	14	1620
36.13	1	1	3614	1	1	14	1620
36.144	1	1	3615	5	1	14	1620
36.145	1	1	3615	6	1	14	1620
36.159	1	1	3616	10	1	14	1620
36.16	1	1	3617	1	1	14	1620
36.174	1	1	3618	5	1	14	1620
36.175	1	1	3618	6	1	14	1620
36.189	1	1	3619	10	1	14	1620
36.19	1	1	3620	1	1	14	1620
36.204	1	1	3621	5	1	14	1620
36.205	1	1	3621	6	1	14	1620
36.219	1	1	3622	10	1	14	1620
36.22	1	1	3623	1	1	14	1620
36.221	1	1	3623	2	1	14	1620
36.234	1	1	3624	5	1	14	1620
36.235	1	1	3624	6	1	14	1620
36.249	1	1	3625	10	1	14	1620
36.25	1	1	3626	1	1	14	1620
36.251	1	1	3626	2	1	14	1620
36.264	1	1	3627	5	1	14	1620
36.279	1	1	3628	10	1	14	1620
36.294	1	1	3630	5	1	14	1620
36.309	1	1	3631	10	1	14	1620
36.31	1	1	3632	1	1	14	1620
36.324	1	1	3633	5	1	14	1620
36.325	1	1	3633	6	1	14	1620
36.339	1	1	3634	10	1	14	1620
36.34	1	1	3635	1	1	14	1620
36.354	1	1	3636	5	1	14	1620
36.355	1	1	3636	6	1	14	1620
36.369	1	1	3637	10	1	14	1620
36.37	1	1	3638	1	1	14	1620
36.384	1	1	3639	5	1	14	1620
36.385	1	1	3639	6	1	14	1620
36.399	1	1	3640	10	1	14	1620
36.4	1	1	3641	1	1	14	1620
36.414	1	1	3642	5	1	14	1620
36.415	1	1	3642	6	1	14	1620
36.429	1	1	3643	10	1	14	1620
36.43	1	1	3644	1	1	14	1620
36.444	1	1	3645	5	1	14	1620
36.445	1	1	3645	6	1	14	1620
36.459	1	1	3646	10	1	14	1620
36.46	1	1	3647	1	1	14	1620
36.474	1	1	3648	5	1	14	1620
36.475	1	1	3648	6	1	14	1620
36.489	1	1	3649	10	1	14	1620
36.49	1	1	3650	1	1	14	1620
36.504	1	1	3651	5	1	14	1620
36.505	1	1	3651	6	1	14	1620
36.519	1	1	3652	10	1	14	1620
36.52	1	1	3653	1	1	14	1620
36.534	1	1	3654	5	1	14	1620
36.535	1	1	3654	6	1	14	1620
36.549	1	1	3655	10	1	14	1620
36.55	1	1	3656	1	1	14	1620
36.564	1	1	3657	5	1	14	1620
36.565	1	1	3657	6	1	14	1620
36.579	1	1	3658	10	1	14	1620
36.58	1	1	3659	1	1	14	1620
36.581	1	1	3659	2	1	14	1620
36.594	1	1	3660	5	1	14	1620
36.595	1	1	3660	6	1	14	1620
36.609	1	1	3661	10	1	14	1620
36.61	1	1	3662	1	1	14	1620
36.611	1	1	3662	2	1	14	1620
36.624	1	1	3663	5	1	14	1620
36.639	1	1	3664	10	1	14	1620
36.654	1	1	3666	5	1	14	1620
36.669	1	1	3667	10	1	14	1620
36.67	1	1	3668	1	1	14	1620
36.684	1	1	3669	5	1	14	1620
36.685	1	1	3669	6	1	14	1620
36.699	1	1	3670	10	1	14	1620
36.7	1	1	3671	1	1	14	1620
36.714	1	1	3672	5	1	14	1620
36.715	1	1	3672	6	1	14	1620
36.729	1	1	3673	10	1	14	1620
36.73	1	1	3674	1	1	14	1620
36.744	1	1	3675	5	1	14	1620
36.745	1	1	3675	6	1	14	1620
36.759	1	1	3676	10	1	14	1620
36.76	1	1	3677	1	1	14	1620
36.774	1	1	3678	5	1	14	1620
36.775	1	1	3678	6	1	14	1620
36.789	1	1	3679	10	1	14	1620
36.79	1	1	3680	1	1	14	1620
36.804	1	1	3681	5	1	14	1620
36.805	1	1	3681	6	1	14	1620
36.819	1	1	3682	10	1	14	1620
36.82	1	1	3683	1	1	14	1620
36.834	1	1	3684	5	1	14	1620
36.835	1	1	3684	6	1	14	1620
36.849	1	1	3685	10	1	14	1620
36.85	1	1	3686	1	1	14	1620
36.864	1	1	3687	5	1	14	1620
36.865	1	1	3687	6	1	14	1620
36.879	1	1	3688	10	1	14	1620
36.88	1	1	3689	1	1	14	1620
36.894	1	1	3690	5	1	14	1620
36.895	1	1	3690	6	1	14	1620
36.909	1	1	3691	10	1	14	1620
36.91	1	1	3692	1	1	14	1620
36.924	1	1	3693	5	1	14	1620
36.925	1	1	3693	6	1	14	1620
36.939	1	1	3694	10	1	14	1620
36.94	1	1	3695	1	1	14	1620
36.941	1	1	3695	2	1	14	1620
36.954	1	1	3696	5	1	14	1620
36.955	1	1	3696	6	1	14	1620
36.969	1	1	3697	10	1	14	1620
36.97	1	1	3698	1	1	14	1620
36.971	1	1	3698	2	1	14	1620
36.984	1	1	3699	5	1	14	1620
36.999	1	1	3700	10	1	14	1620
37.014	1	1	3702	5	1	14	1620
37.029	1	1	3703	10	1	14	1620
37.03	1	1	3704	1	1	14	1620
37.044	1	1	3705	5	1	14	1620
37.045	1	1	3705	6	1	14	1620
37.059	1	1	3706	10	1	14	1620
37.06	1	1	3707	1	1	14	1620
37.074	1	1	3708	5	1	14	1620
37.075	1	1	3708	6	1	14	1620
37.089	1	1	3709	10	1	14	1620
37.09	1	1	3710	1	1	14	1620
37.104	1	1	3711	5	1	14	1620
37.105	1	1	3711	6	1	14	1620
37.119	1	1	3712	10	1	14	1620
37.12	1	1	3713	1	1	14	1620
37.134	1	1	3714	5	1	14	1620
37.135	1	1	3714	6	1	14	1620
37.149	1	1	3715	10	1	14	1620
37.15	1	1	3716	1	1	14	1620
37.164	1	1	3717	5	1	14	1620
37.165	1	1	3717	6	1	14	1620
37.179	1	1	3718	10	1	14	1620
37.18	1	1	3719	1	1	14	1620
37.194	1	1	3720	5	1	14	1620
37.195	1	1	3720	6	1	14	1620
37.209	1	1	3721	10	1	14	1620
37.21	1	1	3722	1	1	14	1620
37.224	1	1	3723	5	1	14	1620
37.225	1	1	3723	6	1	14	1620
37.239	1	1	3724	10	1	14	1620
37.24	1	1	3725	1	1	14	1620
37.254	1	1	3726	5	1	14	1620
37.255	1	1	3726	6	1	14	1620
37.269	1	1	3727	10	1	14	1620
37.27	1	1	3728	1	1	14	1620
37.284	1	1	3729	5	1	14	1620
37.285	1	1	3729	6	1	14	1620
37.299	1	1	3730	10	1	14	1620
37.3	1	1	3731	1	1	14	1620
37.301	1	1	3731	2	1	14	1620
37.314	1	1	3732	5	1	14	1620
37.315	1	1	3732	6	1	14	1620
37.329	1	1	3733	10	1	14	1620
37.33	1	1	3734	1	1	14	1620
37.331	1	1	3734	2	1	14	1620
37.344	1	1	3735	5	1	14	1620
37.359	1	1	3736	10	1	14	1620
37.374	1	1	3738	5	1	14	1620
37.389	1	1	3739	10	1	14	1620
37.39	1	1	3740	1	1	14	1620
37.404	1	1	3741	5	1	14	1620
37.405	1	1	3741	6	1	14	1620
37.419	1	1	3742	10	1	14	1620
37.42	1	1	3743	1	1	14	1620
37.434	1	1	3744	5	1	14	1620
37.435	1	1	3744	6	1	14	1620
37.449	1	1	3745	10	1	14	1620
37.45	1	1	3746	1	1	14	1620
37.464	1	1	3747	5	1	14	1620
37.465	1	1	3747	6	1	14	1620
37.479	1	1	3748	10	1	14	1620
37.48	1	1	3749	1	1	14	1620
37.494	1	1	3750	5	1	14	1620
37.495	1	1	3750	6	1	14	1620
37.509	1	1	3751	10	1	14	1620
37.51	1	1	3752	1	1	14	1620
37.524	1	1	3753	5	1	14	1620
37.525	1	1	3753	6	1	14	1620
37.539	1	1	3754	10	1	14	1620
37.54	1	1	3755	1	1	14	1620
37.554	1	1	3756	5	1	14	1620
37.555	1	1	3756	6	1	14	1620
37.569	1	1	3757	10	1	14	1620
37.57	1	1	3758	1	1	14	1620
37.584	1	1	3759	5	1	14	1620
37.585	1	1	3759	6	1	14	1620
37.599	1	1	3760	10	1	14	1620
37.6	1	1	3761	1	1	14	1620
